Subject,Age,FirstLanguage,Handedness,OtherLang,Sex,Block,CONDITION,COMPREHEND,Comprehension.ACC,Comprehension.RT,CRITICAL,Type,ITEM,NEAR,FAR,SAME,Sent.RT,SoundOut1.ACC,SoundOut1.RT,,,,,,,FARSOUND,,MASTER,MASTER.Cycle,MASTER.Sample,,NEARSOUND,NORESP,PFILL,Procedure,RESPONSE,Running,,SENT,Sent.ACC,Sent.CRESP,Sent.DurationError,Sent.OnsetDelay,Sent.OnsetTime,Sent.RESP,,Sent.RTTime,SFILL,SOUNDFILE,,SoundOut1.CRESP,SoundOut1.RESP,,SoundOut1.RTTime,SoundOut1.Tag
20,18,english,right,cantonese,male,18,,Is the sound of the drill quiet?,0,3673,,FILLER,NO23,,,,955,1,793,,,,,,,,,5,1,18,,,23,NORSP/NORSP_23.wav,MAIN,k,MASTER,,The sound of the dentist's drill is deafening.,0,,-999999,7,1195002,{SPACE},,1195957,The sound of the dentist's drill is deafening.,NORSP/NORSP_23.wav,,k,k,,1196981,
20,18,english,right,cantonese,male,19,FAR/QUIET,Are you touching the cow?,1,1851,7,CRITICAL,7,"While you're milking the cow, it starts mooing.","Across the field, the cow starts mooing.",SAME,1395,1,630,,,,,,,CRITICALS/FAR/CRITICAL_07_FAR.wav,,4,1,19,,CRITICALS/NEAR/CRITICAL_07_NEAR.wav,,,MAIN,j,MASTER,,"Across the field, the cow starts mooing.",0,,-999999,6,1201172,{SPACE},,1202567,,CRITICALS/FAR/CRITICAL_07_FAR.wav,,j,j,,1203442,
20,18,english,right,cantonese,male,20,NEAR/QUIET,,1,0,1,CRITICAL,1,"Right next to you, someone fires a handgun.",Someone fires a handgun in the distance.,DIFF,1190,1,1147,,,,,,,CRITICALS/FAR/CRITICAL_01_FAR.wav,,2,1,20,,CRITICALS/NEAR/CRITICAL_01_NEAR.wav,,,MAIN,j,MASTER,,"Right next to you, someone fires a handgun.",0,,-999999,6,1205810,{SPACE},,1207000,,CRITICALS/FAR/CRITICAL_01_FAR.wav,,j,j,,1208370,
20,18,english,right,cantonese,male,21,,Are you close to water?,0,1278,,FILLER,NO15,,,,3475,1,1021,,,,,,,,,5,1,21,,,15,NORSP/NORSP_15.wav,MAIN,k,MASTER,,You are standing on the beach and listening to the sound of the ocean.,0,,-999999,7,1208916,{SPACE},,1212391,You are standing on the beach and listening to the sound of the ocean.,NORSP/NORSP_15.wav,,k,k,,1213668,
20,18,english,right,cantonese,male,22,,,1,0,,FILLER,NO08,,,,1667,1,1479,,,,,,,,,5,1,22,,,8,NORSP/NORSP_08.wav,MAIN,k,MASTER,,You are standing next to the loud coffee grinder as it turns on.,0,,-999999,6,1215459,{SPACE},,1217126,You are standing next to the loud coffee grinder as it turns on.,NORSP/NORSP_08.wav,,k,k,,1218844,
20,18,english,right,cantonese,male,23,NEAR/QUIET,Are you woken up by the blender?,1,6107,3,CRITICAL,3,"In the kitchen, you're using the blender to make a smoothie.",You're woken up by your mum downstairs using the blender.,DIFF,1837,1,1207,,,,,,,CRITICALS/FAR/CRITICAL_03_FAR.wav,,2,1,23,,CRITICALS/NEAR/CRITICAL_03_NEAR.wav,,,MAIN,j,MASTER,,"In the kitchen, you're using the blender to make a smoothie.",0,,-999999,6,1219391,{SPACE},,1221228,,CRITICALS/FAR/CRITICAL_03_FAR.wav,,j,j,,1222664,
20,18,english,right,cantonese,male,24,NEAR/QUIET,,1,0,14,CRITICAL,14,The Harley Davidson right in front of you is rumbling.,"Blocks away, a Harley Davidson is rumbling.",DIFF,1505,1,2639,,,,,,,CRITICALS/FAR/CRITICAL_14_FAR.wav,,2,1,24,,CRITICALS/NEAR/CRITICAL_14_NEAR.wav,,,MAIN,j,MASTER,,The Harley Davidson right in front of you is rumbling.,0,,-999999,7,1229294,{SPACE},,1230799,,CRITICALS/FAR/CRITICAL_14_FAR.wav,,j,j,,1233679,
20,18,english,right,cantonese,male,25,NEAR/LOUD,,1,0,10,CRITICAL,10,You step into the chicken coop and a rooster crows.,"Early in the morning, the rooster down the hill crows.",SAME,1081,1,777,,,,,,,CRITICALS/FAR/CRITICAL_10_FAR.wav,,1,1,25,,CRITICALS/NEAR/CRITICAL_10_NEAR.wav,,,MAIN,j,MASTER,,You step into the chicken coop and a rooster crows.,0,,-999999,7,1234225,{SPACE},,1235306,,CRITICALS/NEAR/CRITICAL_10_NEAR.wav,,j,j,,1236321,
20,18,english,right,cantonese,male,26,FAR/LOUD,,1,0,12,CRITICAL,12,You are drilling a screw into the wall with the power drill.,The construction worker across the street is using a power drill.,DIFF,1376,1,990,,,,,,,CRITICALS/FAR/CRITICAL_12_FAR.wav,,3,1,26,,CRITICALS/NEAR/CRITICAL_12_NEAR.wav,,,MAIN,j,MASTER,,The construction worker across the street is using a power drill.,0,,-999999,7,1236864,{SPACE},,1238240,,CRITICALS/NEAR/CRITICAL_12_NEAR.wav,,j,j,,1239480,
20,18,english,right,cantonese,male,27,,Are you in the mountains?,0,1954,,FILLER,NO16,,,,1529,1,950,,,,,,,,,5,1,27,,,16,NORSP/NORSP_16.wav,MAIN,k,MASTER,,You are hiking along the ridge - enjoying the sound of silence.,0,,-999999,6,1240022,{SPACE},,1241551,You are hiking along the ridge - enjoying the sound of silence.,NORSP/NORSP_16.wav,,k,k,,1242745,
20,18,english,right,cantonese,male,28,FAR/LOUD,,1,0,6,CRITICAL,6,"While you're touring the bell tower, the church bells start to ring.","In the neighboring town, the church bells are ringing.",DIFF,1838,1,856,,,,,,,CRITICALS/FAR/CRITICAL_06_FAR.wav,,3,1,28,,CRITICALS/NEAR/CRITICAL_06_NEAR.wav,,,MAIN,j,MASTER,,"In the neighboring town, the church bells are ringing.",0,,-999999,6,1245220,{SPACE},,1247058,,CRITICALS/NEAR/CRITICAL_06_NEAR.wav,,j,j,,1248142,
20,18,english,right,cantonese,male,29,FAR/QUIET,,1,0,20,CRITICAL,20,"As you hold the frog in your hands, it starts to croak.","At the other end of the pond, a frog starts to croak.",SAME,1356,1,695,,,,,,,CRITICALS/FAR/CRITICAL_20_FAR.wav,,4,1,29,,CRITICALS/NEAR/CRITICAL_20_NEAR.wav,,,MAIN,j,MASTER,,"At the other end of the pond, a frog starts to croak.",0,,-999999,6,1248685,{SPACE},,1250041,,CRITICALS/FAR/CRITICAL_20_FAR.wav,,j,j,,1250966,
20,18,english,right,cantonese,male,30,,Are you in a warehouse?,1,3601,,FILLER,NO24,,,,1245,1,780,,,,,,,,,5,1,30,,,24,NORSP/NORSP_24.wav,MAIN,k,MASTER,,"At the other end of the office, you notice a computer producing a loud beep.",0,,-999999,7,1251511,{SPACE},,1252756,"At the other end of the office, you notice a computer producing a loud beep.",NORSP/NORSP_24.wav,,k,k,,1253757,
20,18,english,right,cantonese,male,31,,,1,0,,FILLER,NO13,,,,2275,1,1336,,,,,,,,,5,1,31,,,13,NORSP/NORSP_13.wav,MAIN,k,MASTER,,The sound of the airconditioner only is annoying when it's close to you.,0,,-999999,6,1257881,{SPACE},,1260156,The sound of the airconditioner only is annoying when it's close to you.,NORSP/NORSP_13.wav,,k,k,,1261723,
20,18,english,right,cantonese,male,32,FAR/QUIET,Did you open a can of soda slowly?,1,1746,23,CRITICAL,23,You quickly open the can of soda.,"Across the bar, a man quickly opens a can of soda.",SAME,1085,1,754,,,,,,,CRITICALS/FAR/CRITICAL_23_FAR.wav,,4,1,32,,CRITICALS/NEAR/CRITICAL_23_NEAR.wav,,,MAIN,j,MASTER,,"Across the bar, a man quickly opens a can of soda.",0,,-999999,6,1262266,{SPACE},,1263351,,CRITICALS/FAR/CRITICAL_23_FAR.wav,,j,j,,1264353,
20,18,english,right,cantonese,male,33,,,1,0,,FILLER,NO21,,,,1592,1,2937,,,,,,,,,5,1,33,,,21,NORSP/NORSP_21.wav,MAIN,k,MASTER,,"Somewhere down the hill, you hear a bike bell ring.",0,,-999999,6,1266611,{SPACE},,1268203,"Somewhere down the hill, you hear a bike bell ring.",NORSP/NORSP_21.wav,,k,k,,1271387,
20,18,english,right,cantonese,male,34,FAR/QUIET,,1,0,16,CRITICAL,16,You are standing next to a construction worker using a jackhammer.,"Somewhere far away from you, a construction worker is using a jackhammer.",SAME,2167,1,802,,,,,,,CRITICALS/FAR/CRITICAL_16_FAR.wav,,4,1,34,,CRITICALS/NEAR/CRITICAL_16_NEAR.wav,,,MAIN,j,MASTER,,"Somewhere far away from you, a construction worker is using a jackhammer.",0,,-999999,7,1271929,{SPACE},,1274096,,CRITICALS/FAR/CRITICAL_16_FAR.wav,,j,j,,1275143,
20,18,english,right,cantonese,male,35,NEAR/LOUD,,1,0,15,CRITICAL,15,"While you're horseback-riding, your horse neighs.","At the other end of the field, a horse neighs.",SAME,816,1,815,,,,,,,CRITICALS/FAR/CRITICAL_15_FAR.wav,,1,1,35,,CRITICALS/NEAR/CRITICAL_15_NEAR.wav,,,MAIN,j,MASTER,,"While you're horseback-riding, your horse neighs.",0,,-999999,6,1275687,{SPACE},,1276503,,CRITICALS/NEAR/CRITICAL_15_NEAR.wav,,j,j,,1277568,
20,18,english,right,cantonese,male,36,,Is the screaming kid close to you?,1,1499,,FILLER,NO22,,,,1143,1,734,,,,,,,,,5,1,36,,,22,NORSP/NORSP_22.wav,MAIN,k,MASTER,,From the other end of the hall you hear a kid scream.,0,,-999999,7,1278113,{SPACE},,1279256,From the other end of the hall you hear a kid scream.,NORSP/NORSP_22.wav,,k,k,,1280233,
20,18,english,right,cantonese,male,37,NEAR/LOUD,Are you in nature?,1,1294,24,CRITICAL,24,"As you walk through the forest, branches crack under your feet.","Somewhere off in the forest, branches are cracking under someone's feet.",SAME,1740,1,707,,,,,,,CRITICALS/FAR/CRITICAL_24_FAR.wav,,1,1,37,,CRITICALS/NEAR/CRITICAL_24_NEAR.wav,,,MAIN,j,MASTER,,"As you walk through the forest, branches crack under your feet.",0,,-999999,7,1282258,{SPACE},,1283998,,CRITICALS/NEAR/CRITICAL_24_NEAR.wav,,j,j,,1284924,
20,18,english,right,cantonese,male,38,,,1,0,,FILLER,NO06,,,,1349,1,1250,,,,,,,,,5,1,38,,,6,NORSP/NORSP_06.wav,MAIN,k,MASTER,,You step inside the shower and listen to the water cascading over you.,0,,-999999,6,1286749,{SPACE},,1288098,You step inside the shower and listen to the water cascading over you.,NORSP/NORSP_06.wav,,k,k,,1289585,
20,18,english,right,cantonese,male,39,FAR/LOUD,Is the dog growling?,1,1070,11,CRITICAL,11,"Right next to you, the dog is barking.","In your neighbor's yard, a dog is barking.",DIFF,833,1,872,,,,,,,CRITICALS/FAR/CRITICAL_11_FAR.wav,,3,1,39,,CRITICALS/NEAR/CRITICAL_11_NEAR.wav,,,MAIN,j,MASTER,,"In your neighbor's yard, a dog is barking.",0,,-999999,6,1290121,{SPACE},,1290954,,CRITICALS/NEAR/CRITICAL_11_NEAR.wav,,j,j,,1292059,
20,18,english,right,cantonese,male,40,,Is there a concert?,0,1045,,FILLER,NO17,,,,1505,1,1515,,,,,,,,,5,1,40,,,17,NORSP/NORSP_17.wav,MAIN,k,MASTER,,"Sitting in the auditorium, you are listening to the brass band play.",0,,-999999,7,1293653,{SPACE},,1295158,"Sitting in the auditorium, you are listening to the brass band play.",NORSP/NORSP_17.wav,,k,k,,1296900,
20,18,english,right,cantonese,male,41,,,1,0,,FILLER,NO20,,,,1296,1,2267,,,,,,,,,5,1,41,,,20,NORSP/NORSP_20.wav,MAIN,k,MASTER,,You hear somebody spraying graffiti right around the corner.,0,,-999999,6,1298464,{SPACE},,1299760,You hear somebody spraying graffiti right around the corner.,NORSP/NORSP_20.wav,,k,k,,1302291,
20,18,english,right,cantonese,male,42,FAR/LOUD,,1,0,4,CRITICAL,4,"As you are petting the cat, it meows.",A cat somewhere in your neighbor's yard meows.,DIFF,930,1,746,,,,,,,CRITICALS/FAR/CRITICAL_04_FAR.wav,,3,1,42,,CRITICALS/NEAR/CRITICAL_04_NEAR.wav,,,MAIN,j,MASTER,,A cat somewhere in your neighbor's yard meows.,0,,-999999,7,1302836,{SPACE},,1303766,,CRITICALS/NEAR/CRITICAL_04_NEAR.wav,,j,j,,1304754,
20,18,english,right,cantonese,male,43,,,1,0,,FILLER,NO02,,,,1481,1,2004,,,,,,,,,5,1,43,,,2,NORSP/NORSP_02.wav,MAIN,k,MASTER,,Your friend leaves the room and accidently slams the door right in your face.,0,,-999999,7,1305288,{SPACE},,1306769,Your friend leaves the room and accidently slams the door right in your face.,NORSP/NORSP_02.wav,,k,k,,1309011,
20,18,english,right,cantonese,male,44,FAR/LOUD,,1,0,2,CRITICAL,2,You hear the baby crying in the crib right in front of you.,"In the day-care centre down the hall, you hear a baby crying.",DIFF,1568,1,2111,,,,,,,CRITICALS/FAR/CRITICAL_02_FAR.wav,,3,1,44,,CRITICALS/NEAR/CRITICAL_02_NEAR.wav,,,MAIN,j,MASTER,,"In the day-care centre down the hall, you hear a baby crying.",0,,-999999,7,1309553,{SPACE},,1311121,,CRITICALS/NEAR/CRITICAL_02_NEAR.wav,,j,j,,1313450,
20,18,english,right,cantonese,male,45,NEAR/QUIET,,1,0,17,CRITICAL,17,"As you walk up to the door, someone knocks on it.",You're sitting upstairs when someone knocks at the front door.,DIFF,1211,1,656,,,,,,,CRITICALS/FAR/CRITICAL_17_FAR.wav,,2,1,45,,CRITICALS/NEAR/CRITICAL_17_NEAR.wav,,,MAIN,j,MASTER,,"As you walk up to the door, someone knocks on it.",0,,-999999,7,1313991,{SPACE},,1315202,,CRITICALS/FAR/CRITICAL_17_FAR.wav,,j,j,,1316073,
20,18,english,right,cantonese,male,46,NEAR/LOUD,,1,0,8,CRITICAL,8,You are standing right in the middle of the applauding audience.,"From outside, you know the concert is over because the audience is applauding.",SAME,1456,1,917,,,,,,,CRITICALS/FAR/CRITICAL_08_FAR.wav,,1,1,46,,CRITICALS/NEAR/CRITICAL_08_NEAR.wav,,,MAIN,j,MASTER,,You are standing right in the middle of the applauding audience.,0,,-999999,6,1316616,{SPACE},,1318072,,CRITICALS/NEAR/CRITICAL_08_NEAR.wav,,j,j,,1319239,
20,18,english,right,cantonese,male,47,FAR/LOUD,Is the toilet above you?,1,1546,21,CRITICAL,21,You stand in front of the toilet and flush it.,Someone upstairs flushes the toilet.,DIFF,726,1,621,,,,,,,CRITICALS/FAR/CRITICAL_21_FAR.wav,,3,1,47,,CRITICALS/NEAR/CRITICAL_21_NEAR.wav,,,MAIN,j,MASTER,,Someone upstairs flushes the toilet.,0,,-999999,6,1319775,{SPACE},,1320501,,CRITICALS/NEAR/CRITICAL_21_NEAR.wav,,j,j,,1321396,
20,18,english,right,cantonese,male,48,NEAR/QUIET,,1,0,18,CRITICAL,18,"Right next to you, a machine gun is firing.","In the distance, a machine gun is firing.",DIFF,880,1,1013,,,,,,,CRITICALS/FAR/CRITICAL_18_FAR.wav,,2,1,48,,CRITICALS/NEAR/CRITICAL_18_NEAR.wav,,,MAIN,j,MASTER,,"Right next to you, a machine gun is firing.",0,,-999999,7,1323454,{SPACE},,1324334,,CRITICALS/FAR/CRITICAL_18_FAR.wav,,j,j,,1325573,
21,19,English,right,0,female,1,,Is the electric fan switched on?,1,2036,,FILLER,NO11,,,,3071,1,944,,,,,,,,,5,1,1,,,11,NORSP/NORSP_11.wav,MAIN,k,MASTER,,"As you are studying, the hum of the fan lulls you to sleep.",0,,-999999,4,1269920,{SPACE},,1272991,"As you are studying, the hum of the fan lulls you to sleep.",NORSP/NORSP_11.wav,,k,k,,1274156,
21,19,English,right,0,female,2,,,1,0,,FILLER,NO09,,,,3074,1,653,,,,,,,,,5,1,2,,,9,NORSP/NORSP_09.wav,MAIN,k,MASTER,,"At the other end of the room, your friend snaps his fingers three times.",0,,-999999,6,1276703,{SPACE},,1279777,"At the other end of the room, your friend snaps his fingers three times.",NORSP/NORSP_09.wav,,k,k,,1280648,
21,19,English,right,0,female,3,FAR/QUIET,,1,0,1,CRITICAL,1,"Right next to you, someone fires a handgun.",Someone fires a handgun in the distance.,SAME,1277,1,1487,,,,,,,CRITICALS/FAR/CRITICAL_01_FAR.wav,,4,1,3,,CRITICALS/NEAR/CRITICAL_01_NEAR.wav,,,MAIN,j,MASTER,,Someone fires a handgun in the distance.,0,,-999999,7,1281195,{SPACE},,1282472,,CRITICALS/FAR/CRITICAL_01_FAR.wav,,j,j,,1284174,
21,19,English,right,0,female,4,,Is the sound of the drill quiet?,1,1701,,FILLER,NO23,,,,1711,1,591,,,,,,,,,5,1,4,,,23,NORSP/NORSP_23.wav,MAIN,k,MASTER,,The sound of the dentist's drill is deafening.,0,,-999999,6,1284713,{SPACE},,1286424,The sound of the dentist's drill is deafening.,NORSP/NORSP_23.wav,,k,k,,1287237,
21,19,English,right,0,female,5,,,1,0,,FILLER,NO01,,,,2955,1,711,,,,,,,,,5,1,5,,,1,NORSP/NORSP_01.wav,MAIN,k,MASTER,,Right at your feet a fire cracker explodes.,0,,-999999,7,1289458,{SPACE},,1292413,Right at your feet a fire cracker explodes.,NORSP/NORSP_01.wav,,k,k,,1293341,
21,19,English,right,0,female,6,FAR/QUIET,,1,0,19,CRITICAL,19,The sheep walks up to you and bleats.,The sheep wanders to the other side of the hill from you and bleats.,SAME,2650,1,582,,,,,,,CRITICALS/FAR/CRITICAL_19_FAR.wav,,4,1,6,,CRITICALS/NEAR/CRITICAL_19_NEAR.wav,,,MAIN,j,MASTER,,The sheep wanders to the other side of the hill from you and bleats.,0,,-999999,7,1293883,{SPACE},,1296533,,CRITICALS/FAR/CRITICAL_19_FAR.wav,,j,j,,1297330,
21,19,English,right,0,female,7,FAR/LOUD,,1,0,20,CRITICAL,20,"As you hold the frog in your hands, it starts to croak.","At the other end of the pond, a frog starts to croak.",DIFF,2348,1,822,,,,,,,CRITICALS/FAR/CRITICAL_20_FAR.wav,,3,1,7,,CRITICALS/NEAR/CRITICAL_20_NEAR.wav,,,MAIN,j,MASTER,,"At the other end of the pond, a frog starts to croak.",0,,-999999,7,1297868,{SPACE},,1300216,,CRITICALS/NEAR/CRITICAL_20_NEAR.wav,,j,j,,1301275,
21,19,English,right,0,female,8,,Is the screaming kid close to you?,1,2107,,FILLER,NO22,,,,2197,1,714,,,,,,,,,5,1,8,,,22,NORSP/NORSP_22.wav,MAIN,k,MASTER,,From the other end of the hall you hear a kid scream.,0,,-999999,7,1301813,{SPACE},,1304010,From the other end of the hall you hear a kid scream.,NORSP/NORSP_22.wav,,k,k,,1304939,
21,19,English,right,0,female,9,,,1,0,,FILLER,NO04,,,,2621,0,409,,,,,,,,,5,1,9,,,4,NORSP/NORSP_04.wav,MAIN,k,MASTER,,"As you are touring the ranch, the cowboy guide next to you cracks his whip.",0,,-999999,6,1307570,{SPACE},,1310191,"As you are touring the ranch, the cowboy guide next to you cracks his whip.",NORSP/NORSP_04.wav,,k,j,,1310818,
21,19,English,right,0,female,10,,,1,0,,FILLER,NO02,,,,2596,1,889,,,,,,,,,5,1,10,,,2,NORSP/NORSP_02.wav,MAIN,k,MASTER,,Your friend leaves the room and accidently slams the door right in your face.,0,,-999999,6,1311355,{SPACE},,1313951,Your friend leaves the room and accidently slams the door right in your face.,NORSP/NORSP_02.wav,,k,k,,1315056,
21,19,English,right,0,female,11,NEAR/LOUD,,1,0,15,CRITICAL,15,"While you're horseback-riding, your horse neighs.","At the other end of the field, a horse neighs.",SAME,2403,1,901,,,,,,,CRITICALS/FAR/CRITICAL_15_FAR.wav,,1,1,11,,CRITICALS/NEAR/CRITICAL_15_NEAR.wav,,,MAIN,j,MASTER,,"While you're horseback-riding, your horse neighs.",0,,-999999,6,1315593,{SPACE},,1317996,,CRITICALS/NEAR/CRITICAL_15_NEAR.wav,,j,j,,1319120,
21,19,English,right,0,female,12,FAR/QUIET,Are you in nature?,1,2497,24,CRITICAL,24,"As you walk through the forest, branches crack under your feet.","Somewhere off in the forest, branches are cracking under someone's feet.",SAME,2942,0,1699,,,,,,,CRITICALS/FAR/CRITICAL_24_FAR.wav,,4,1,12,,CRITICALS/NEAR/CRITICAL_24_NEAR.wav,,,MAIN,j,MASTER,,"Somewhere off in the forest, branches are cracking under someone's feet.",0,,-999999,6,1319658,{SPACE},,1322600,,CRITICALS/FAR/CRITICAL_24_FAR.wav,,j,k,,1324529,
21,19,English,right,0,female,13,NEAR/QUIET,Did the clock strike a full hour?,1,2439,9,CRITICAL,9,The cuckoo-clock right above you strikes midnight.,"From the far end of the garden, you hear the cuckoo-clock strike 12.",DIFF,1872,1,1032,,,,,,,CRITICALS/FAR/CRITICAL_09_FAR.wav,,2,1,13,,CRITICALS/NEAR/CRITICAL_09_NEAR.wav,,,MAIN,j,MASTER,,The cuckoo-clock right above you strikes midnight.,0,,-999999,6,1327548,{SPACE},,1329420,,CRITICALS/FAR/CRITICAL_09_FAR.wav,,j,j,,1330673,
21,19,English,right,0,female,14,,Are you in the mountains?,1,1988,,FILLER,NO16,,,,3151,1,880,,,,,,,,,5,1,14,,,16,NORSP/NORSP_16.wav,MAIN,k,MASTER,,You are hiking along the ridge - enjoying the sound of silence.,0,,-999999,7,1333626,{SPACE},,1336777,You are hiking along the ridge - enjoying the sound of silence.,NORSP/NORSP_16.wav,,k,k,,1337878,
21,19,English,right,0,female,15,NEAR/LOUD,Is the toilet above you?,1,1300,21,CRITICAL,21,You stand in front of the toilet and flush it.,Someone upstairs flushes the toilet.,SAME,2063,1,808,,,,,,,CRITICALS/FAR/CRITICAL_21_FAR.wav,,1,1,15,,CRITICALS/NEAR/CRITICAL_21_NEAR.wav,,,MAIN,j,MASTER,,You stand in front of the toilet and flush it.,0,,-999999,6,1340396,{SPACE},,1342459,,CRITICALS/NEAR/CRITICAL_21_NEAR.wav,,j,j,,1343483,
21,19,English,right,0,female,16,,Are you in a warehouse?,1,1545,,FILLER,NO24,,,,2820,1,749,,,,,,,,,5,1,16,,,24,NORSP/NORSP_24.wav,MAIN,k,MASTER,,"At the other end of the office, you notice a computer producing a loud beep.",0,,-999999,7,1345301,{SPACE},,1348121,"At the other end of the office, you notice a computer producing a loud beep.",NORSP/NORSP_24.wav,,k,k,,1349089,
21,19,English,right,0,female,17,NEAR/LOUD,,1,0,2,CRITICAL,2,You hear the baby crying in the crib right in front of you.,"In the day-care centre down the hall, you hear a baby crying.",SAME,2843,1,756,,,,,,,CRITICALS/FAR/CRITICAL_02_FAR.wav,,1,1,17,,CRITICALS/NEAR/CRITICAL_02_NEAR.wav,,,MAIN,j,MASTER,,You hear the baby crying in the crib right in front of you.,0,,-999999,7,1351152,{SPACE},,1353995,,CRITICALS/NEAR/CRITICAL_02_NEAR.wav,,j,j,,1354973,
21,19,English,right,0,female,18,NEAR/LOUD,Are you holding a bottle in your hand?,1,1147,5,CRITICAL,5,You hold the champagne bottle in your hand and pop it open.,"At the opposite end of the restaurant, someone pops a champagne bottle up.",SAME,2248,1,790,,,,,,,CRITICALS/FAR/CRITICAL_05_FAR.wav,,1,1,18,,CRITICALS/NEAR/CRITICAL_05_NEAR.wav,,,MAIN,j,MASTER,,You hold the champagne bottle in your hand and pop it open.,0,,-999999,7,1355510,{SPACE},,1357758,,CRITICALS/NEAR/CRITICAL_05_NEAR.wav,,j,j,,1358779,
21,19,English,right,0,female,19,,,1,0,,FILLER,NO13,,,,2272,1,941,,,,,,,,,5,1,19,,,13,NORSP/NORSP_13.wav,MAIN,k,MASTER,,The sound of the airconditioner only is annoying when it's close to you.,0,,-999999,6,1360454,{SPACE},,1362726,The sound of the airconditioner only is annoying when it's close to you.,NORSP/NORSP_13.wav,,k,k,,1363888,
21,19,English,right,0,female,20,,,1,0,,FILLER,NO06,,,,3198,0,948,,,,,,,,,5,1,20,,,6,NORSP/NORSP_06.wav,MAIN,k,MASTER,,You step inside the shower and listen to the water cascading over you.,0,,-999999,6,1364426,{SPACE},,1367624,You step inside the shower and listen to the water cascading over you.,NORSP/NORSP_06.wav,,k,j,,1368786,
21,19,English,right,0,female,21,,,1,0,,FILLER,NO21,,,,3569,1,1854,,,,,,,,,5,1,21,,,21,NORSP/NORSP_21.wav,MAIN,k,MASTER,,"Somewhere down the hill, you hear a bike bell ring.",0,,-999999,7,1369331,{SPACE},,1372900,"Somewhere down the hill, you hear a bike bell ring.",NORSP/NORSP_21.wav,,k,k,,1374970,
21,19,English,right,0,female,22,FAR/LOUD,Did you open a can of soda slowly?,1,3517,23,CRITICAL,23,You quickly open the can of soda.,"Across the bar, a man quickly opens a can of soda.",DIFF,2277,1,807,,,,,,,CRITICALS/FAR/CRITICAL_23_FAR.wav,,3,1,22,,CRITICALS/NEAR/CRITICAL_23_NEAR.wav,,,MAIN,j,MASTER,,"Across the bar, a man quickly opens a can of soda.",0,,-999999,7,1375515,{SPACE},,1377792,,CRITICALS/NEAR/CRITICAL_23_NEAR.wav,,j,j,,1378814,
21,19,English,right,0,female,23,FAR/QUIET,,1,0,14,CRITICAL,14,The Harley Davidson right in front of you is rumbling.,"Blocks away, a Harley Davidson is rumbling.",SAME,1613,1,2860,,,,,,,CRITICALS/FAR/CRITICAL_14_FAR.wav,,4,1,23,,CRITICALS/NEAR/CRITICAL_14_NEAR.wav,,,MAIN,j,MASTER,,"Blocks away, a Harley Davidson is rumbling.",0,,-999999,7,1382845,{SPACE},,1384458,,CRITICALS/FAR/CRITICAL_14_FAR.wav,,j,j,,1387544,
21,19,English,right,0,female,24,FAR/LOUD,Are you woken up by the blender?,1,1319,3,CRITICAL,3,"In the kitchen, you're using the blender to make a smoothie.",You're woken up by your mum downstairs using the blender.,DIFF,1727,1,1141,,,,,,,CRITICALS/FAR/CRITICAL_03_FAR.wav,,3,1,24,,CRITICALS/NEAR/CRITICAL_03_NEAR.wav,,,MAIN,j,MASTER,,You're woken up by your mum downstairs using the blender.,0,,-999999,7,1388083,{SPACE},,1389810,,CRITICALS/NEAR/CRITICAL_03_NEAR.wav,,j,j,,1391183,
21,19,English,right,0,female,25,,Are you close to water?,1,1582,,FILLER,NO15,,,,3055,1,1572,,,,,,,,,5,1,25,,,15,NORSP/NORSP_15.wav,MAIN,k,MASTER,,You are standing on the beach and listening to the sound of the ocean.,0,,-999999,7,1393014,{SPACE},,1396069,You are standing on the beach and listening to the sound of the ocean.,NORSP/NORSP_15.wav,,k,k,,1397865,
21,19,English,right,0,female,26,FAR/LOUD,,1,0,17,CRITICAL,17,"As you walk up to the door, someone knocks on it.",You're sitting upstairs when someone knocks at the front door.,DIFF,2608,1,766,,,,,,,CRITICALS/FAR/CRITICAL_17_FAR.wav,,3,1,26,,CRITICALS/NEAR/CRITICAL_17_NEAR.wav,,,MAIN,j,MASTER,,You're sitting upstairs when someone knocks at the front door.,0,,-999999,7,1399971,{SPACE},,1402579,,CRITICALS/NEAR/CRITICAL_17_NEAR.wav,,j,j,,1403589,
21,19,English,right,0,female,27,,,1,0,,FILLER,NO19,,,,3093,1,822,,,,,,,,,5,1,27,,,19,NORSP/NORSP_19.wav,MAIN,k,MASTER,,"While you are cooking, the pleasing sound of the frying food makes you hungry.",0,,-999999,6,1404129,{SPACE},,1407222,"While you are cooking, the pleasing sound of the frying food makes you hungry.",NORSP/NORSP_19.wav,,k,k,,1408270,
21,19,English,right,0,female,28,,,1,0,,FILLER,NO08,,,,2536,1,840,,,,,,,,,5,1,28,,,8,NORSP/NORSP_08.wav,MAIN,k,MASTER,,You are standing next to the loud coffee grinder as it turns on.,0,,-999999,6,1408807,{SPACE},,1411343,You are standing next to the loud coffee grinder as it turns on.,NORSP/NORSP_08.wav,,k,k,,1412406,
